frame_idx,x,y,z,yaw,pitch,roll,reprojection_error,process_time,avg_center_x,avg_center_y
525,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0179,-1000000.00,-1000000.00
526,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0166,-1000000.00,-1000000.00
527,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0173,-1000000.00,-1000000.00
528,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0145,-1000000.00,-1000000.00
529,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0162,-1000000.00,-1000000.00
530,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0154,-1000000.00,-1000000.00
531,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0157,-1000000.00,-1000000.00
532,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0196,-1000000.00,-1000000.00
533,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0145,-1000000.00,-1000000.00
534,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0160,-1000000.00,-1000000.00
535,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0228,-1000000.00,-1000000.00
536,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0160,527.50,313.50
537,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0167,527.50,313.50
538,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0149,527.50,313.50
539,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0164,-1000000.00,-1000000.00
540,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0171,-1000000.00,-1000000.00
541,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0169,-1000000.00,-1000000.00
542,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0134,-1000000.00,-1000000.00
543,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0141,-1000000.00,-1000000.00
544,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0133,-1000000.00,-1000000.00
545,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0138,-1000000.00,-1000000.00
546,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0126,-1000000.00,-1000000.00
547,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0136,-1000000.00,-1000000.00
548,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0125,-1000000.00,-1000000.00
549,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0129,-1000000.00,-1000000.00
550,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0122,-1000000.00,-1000000.00
551,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0120,-1000000.00,-1000000.00
552,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0129,-1000000.00,-1000000.00
553,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0152,-1000000.00,-1000000.00
554,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0130,-1000000.00,-1000000.00
555,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0122,-1000000.00,-1000000.00
556,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0142,-1000000.00,-1000000.00
557,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0127,-1000000.00,-1000000.00
558,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,-1000000.00,inf,0.0154,-1000000.00,-1000000.00
